Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Is_parent,Household,Age,Seniority,Total_Spent,Total_Accepted_Campaigns,Total_purchases
Graduation,Together,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,Not Parent,2,55,467,46,0,5
PostGraduation,Together,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,0,0,Parent,3,34,276,51,1,5
UnderGraduation,Together,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,Not Parent,2,54,70,1263,0,21
Graduation,Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,0,Parent,2,44,596,1490,1,22
PostGraduation,Together,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,Not Parent,2,43,623,1564,0,24
Graduation,Together,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,Parent,3,47,676,1815,2,18
PostGraduation,Single,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,Parent,2,51,520,1198,0,31
Graduation,Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,Parent,2,46,674,416,2,23
Graduation,Together,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,Not Parent,2,24,498,85,0,6
PostGraduation,Single,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,Parent,2,33,394,47,0,8
Graduation,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,Not Parent,1,38,494,137,0,8
PostGraduation,Together,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,Parent,4,49,550,21,0,4
UnderGraduation,Single,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,Parent,2,37,7,70,0,6
UnderGraduation,Together,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,Parent,3,42,161,909,0,22
Graduation,Single,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,Not Parent,1,58,617,1676,4,22
PostGraduation,Single,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,Not Parent,1,71,271,1735,1,26
Graduation,Single,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,1,0,Parent,3,55,537,1191,0,30
PostGraduation,Together,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,Parent,3,37,297,24,0,5
PostGraduation,Together,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,Parent,3,45,583,1182,2,20
Graduation,Together,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,Not Parent,2,44,371,1280,0,14
Graduation,Single,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,1,Not Parent,1,57,593,1336,0,19
PostGraduation,Together,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,Parent,4,49,377,749,0,24
PostGraduation,Together,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,Parent,4,40,221,91,0,7
PostGraduation,Together,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,Parent,3,67,274,414,0,15
PostGraduation,Together,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,Parent,3,32,173,44,0,9
PostGraduation,Together,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,Parent,4,46,89,63,0,8
Graduation,Together,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,Parent,3,63,447,901,0,23
UnderGraduation,Together,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,0,Parent,4,39,661,38,0,6
PostGraduation,Single,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,0,1,Parent,2,58,476,455,0,20
PostGraduation,Single,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,1,Parent,2,65,587,775,0,24
PostGraduation,Together,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,Parent,3,55,98,15,0,4
Graduation,Together,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,Parent,3,41,302,38,0,6
PostGraduation,Together,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,0,1,Not Parent,2,30,143,1512,3,22
Graduation,Together,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,0,Parent,3,64,531,43,0,5
Graduation,Single,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,Parent,2,37,691,42,0,5
Graduation,Together,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,Not Parent,2,30,65,1089,0,23
PostGraduation,Together,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,Parent,3,38,653,162,0,9
Graduation,Single,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,Not Parent,1,63,508,1272,0,19
Graduation,Together,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,0,1,Not Parent,2,32,604,1173,0,20
PostGraduation,Together,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,0,0,Parent,3,40,9,816,0,22
Graduation,Single,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,0,Parent,3,46,455,74,0,9
Graduation,Together,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,Parent,3,60,502,134,0,9
PostGraduation,Single,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,Not Parent,1,74,356,157,0,9
Graduation,Together,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,0,0,Parent,3,38,284,561,0,18
Graduation,Single,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,Not Parent,1,63,48,1336,0,19
PostGraduation,Together,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,0,1,Not Parent,2,38,685,2092,0,23
PostGraduation,Single,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,Not Parent,1,50,218,463,0,16
PostGraduation,Single,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,Not Parent,1,64,57,1130,0,17
Graduation,Together,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,Parent,3,38,163,20,0,5
Graduation,Single,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,0,0,Parent,2,58,615,377,1,18
Graduation,Single,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,0,1,Not Parent,1,24,432,1544,1,28
PostGraduation,Single,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,Parent,3,64,53,138,0,10
PostGraduation,Together,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,0,0,Parent,3,49,361,1012,0,26
PostGraduation,Single,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,Not Parent,1,52,355,1766,3,15
Graduation,Together,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,0,0,Parent,4,36,12,45,0,9
Graduation,Single,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,1,Parent,3,62,419,161,0,10
Graduation,Single,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,0,Parent,2,48,175,144,0,8
Graduation,Together,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,Not Parent,2,67,309,1734,0,26
Graduation,Together,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,0,0,Parent,3,42,250,823,0,22
Graduation,Together,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,0,Parent,3,51,121,1138,0,28
Graduation,Single,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,0,1,Not Parent,1,65,487,1429,1,21
PostGraduation,Together,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,0,0,Not Parent,2,36,157,1371,2,21
Graduation,Single,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,0,0,Parent,2,48,500,982,1,16
Graduation,Single,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,0,0,Parent,2,31,96,44,1,5
Graduation,Together,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,1,Parent,4,43,544,318,0,17
Graduation,Together,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,0,0,Parent,3,39,448,434,0,16
UnderGraduation,Together,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,Parent,4,43,234,198,0,12
Graduation,Together,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,0,0,Parent,3,45,267,359,0,25
UnderGraduation,Together,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,Not Parent,2,51,696,576,0,18
PostGraduation,Single,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,0,0,Parent,3,46,282,88,0,11
Graduation,Together,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,0,1,Parent,3,35,80,63,0,6
PostGraduation,Single,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,0,1,Parent,2,30,571,27,1,4
Graduation,Together,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,Parent,3,30,487,193,0,11
PostGraduation,Single,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,Parent,2,40,649,101,0,9
Graduation,Together,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,Not Parent,2,63,137,2211,2,21
PostGraduation,Together,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,Parent,3,52,384,140,0,8
Graduation,Single,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,0,0,Parent,3,39,502,415,0,22
Graduation,Together,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,0,Parent,3,57,552,22,0,4
Graduation,Together,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,0,0,Parent,4,36,508,263,0,16
Graduation,Together,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,Not Parent,2,23,372,393,0,12
Graduation,Together,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,Parent,3,28,251,147,0,10
Graduation,Together,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,0,0,Parent,3,58,77,443,0,16
PostGraduation,Single,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,0,1,Not Parent,1,51,195,1958,1,19
PostGraduation,Together,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,0,0,Parent,3,43,458,174,0,10
PostGraduation,Single,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,0,1,Not Parent,1,67,255,2217,1,27
Graduation,Single,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,0,0,Parent,2,56,87,1691,2,16
Graduation,Together,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,0,0,Parent,4,54,438,25,0,6
UnderGraduation,Together,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,0,1,Not Parent,2,34,37,809,3,21
Graduation,Together,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,0,1,Not Parent,2,39,669,895,1,16
PostGraduation,Together,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,0,0,Parent,3,39,551,484,0,18
PostGraduation,Together,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,0,0,Parent,3,41,529,413,1,18
UnderGraduation,Single,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,0,0,Parent,2,34,178,331,0,12
Graduation,Single,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,Parent,2,44,478,25,0,5
PostGraduation,Single,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,Parent,2,47,187,13,0,4
Graduation,Together,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,1,Parent,3,44,661,115,0,10
Graduation,Single,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,Not Parent,1,48,17,16,0,4
PostGraduation,Single,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,Parent,3,42,284,92,0,9
Graduation,Together,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,0,0,Parent,3,37,234,52,0,7
Graduation,Together,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,0,0,Parent,3,44,580,1464,0,23
Graduation,Single,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,0,0,Parent,2,50,501,441,1,17
PostGraduation,Single,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,0,0,Parent,2,55,285,283,0,12
PostGraduation,Together,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,0,0,Parent,3,48,119,747,0,23
Graduation,Single,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,Not Parent,1,56,405,1870,0,17
Graduation,Single,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,Parent,2,28,500,165,0,11
Graduation,Together,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,Not Parent,2,37,327,1941,3,24
UnderGraduation,Together,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,Not Parent,2,33,518,839,0,27
Graduation,Single,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,1,Not Parent,1,56,691,1655,0,25
UnderGraduation,Together,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,Parent,4,39,457,23,0,4
Graduation,Together,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,0,1,Not Parent,2,31,485,66,0,6
Graduation,Together,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,0,0,Parent,4,47,440,37,0,8
Graduation,Single,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,1,0,Parent,3,63,91,21,0,6
Graduation,Together,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,0,0,Parent,5,42,642,22,0,4
Graduation,Together,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,Parent,3,36,137,78,0,9
PostGraduation,Together,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,Parent,3,32,450,79,0,6
Graduation,Together,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,0,0,Parent,4,58,159,265,0,17
PostGraduation,Together,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,0,0,Parent,3,62,144,1175,0,19
PostGraduation,Together,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,0,0,Parent,3,49,498,1305,0,28
PostGraduation,Together,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,Parent,3,35,126,46,0,8
Graduation,Together,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,Parent,4,49,474,25,0,4
Graduation,Single,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,Not Parent,1,61,255,46,0,5
PostGraduation,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,0,1,Parent,3,65,660,874,1,26
UnderGraduation,Together,7500.0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,Parent,3,29,697,100,0,10
PostGraduation,Single,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,0,1,Parent,2,67,476,930,1,25
Graduation,Together,67225.0,4,315,35,322,46,7,143,3,7,2,11,5,0,0,Parent,3,59,215,868,0,23
Graduation,Together,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,Parent,3,38,229,45,0,9
Graduation,Together,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,0,0,Parent,3,39,426,1260,0,29
Graduation,Together,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,0,0,Parent,3,30,274,414,1,12
Graduation,Together,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,0,0,Parent,3,64,206,392,0,15
Graduation,Together,75330.0,94,555,82,257,93,61,61,4,10,3,12,6,0,0,Parent,4,37,633,1109,0,29
Graduation,Single,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,0,0,Parent,2,63,393,639,0,22
Graduation,Together,38680.0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,Parent,3,30,458,79,0,6
Graduation,Together,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,0,0,Not Parent,2,32,506,1665,1,24
Graduation,Single,49767.0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,Not Parent,1,23,423,692,0,18
Graduation,Single,83273.0,98,433,89,650,16,102,102,10,4,6,9,7,0,0,Parent,4,44,642,1392,0,29
Graduation,Together,29009.0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,Parent,3,33,212,44,0,7
PostGraduation,Together,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,Parent,3,35,210,50,0,6
Graduation,Together,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,Parent,3,43,656,467,0,21
Graduation,Single,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,Parent,2,44,211,223,0,12
Graduation,Together,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,0,0,Parent,3,55,20,158,0,9
Graduation,Together,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,Not Parent,2,41,291,1211,2,28
Graduation,Single,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,0,1,Parent,2,44,681,1575,0,14
UnderGraduation,Together,81044.0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,Not Parent,2,67,184,1208,0,22
Graduation,Together,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,0,0,Parent,4,63,477,43,0,5
Graduation,Single,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,0,0,Parent,3,39,280,527,1,21
Graduation,Single,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,0,0,Parent,2,55,7,932,0,15
PostGraduation,Single,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,0,0,Parent,3,59,27,71,0,8
Graduation,Together,48794.0,97,25,0,11,3,0,15,1,1,0,3,4,0,0,Parent,4,61,3,54,0,5
Graduation,Single,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,Not Parent,1,49,467,129,0,7
Graduation,Single,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,Parent,2,41,631,1615,0,27
PostGraduation,Single,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,Parent,2,38,343,1034,0,26
Graduation,Together,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,0,0,Parent,3,64,540,1088,0,25
Graduation,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,Parent,3,45,184,137,0,10
PostGraduation,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,Not Parent,2,32,247,1244,0,17
Graduation,Together,42554.0,93,29,1,11,0,0,0,2,2,0,3,4,0,0,Parent,4,36,533,41,0,7
Graduation,Together,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,Parent,3,40,686,1174,0,32
Graduation,Single,67046.0,92,544,35,133,23,151,107,2,4,5,4,2,0,0,Parent,2,63,539,993,0,15
Graduation,Together,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,Not Parent,2,66,296,100,0,7
PostGraduation,Together,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,Parent,3,62,608,1680,0,17
Graduation,Together,31761.0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,Parent,3,30,85,98,0,9
Graduation,Together,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,Parent,3,35,253,48,0,5
Graduation,Together,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,0,0,Parent,3,65,328,519,0,19
Graduation,Together,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,0,0,Parent,3,58,186,715,0,20
Graduation,Together,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,Parent,3,45,287,37,0,5
PostGraduation,Single,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,1,Not Parent,1,27,535,653,0,20
Graduation,Together,69520.0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,Not Parent,2,31,357,1455,0,21
Graduation,Single,64713.0,11,180,60,241,13,54,54,2,5,5,7,4,0,1,Parent,2,44,142,602,0,19
PostGraduation,Together,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,Parent,3,37,359,26,0,5
UnderGraduation,Single,22123.0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,Not Parent,1,54,94,102,0,7
Graduation,Together,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,Parent,3,41,672,176,0,9
Graduation,Together,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,0,0,Parent,3,54,599,433,0,17
Graduation,Together,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,Not Parent,2,26,532,1366,0,30
Graduation,Together,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,Parent,3,45,498,1001,0,27
UnderGraduation,Together,87000.0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,Not Parent,2,22,561,961,0,18
Graduation,Together,79823.0,6,835,73,380,114,73,43,1,6,9,7,2,0,0,Parent,3,55,90,1518,1,23
Graduation,Single,30828.0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,Parent,2,34,268,56,0,8
PostGraduation,Together,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,0,0,Parent,3,43,235,22,0,4
PostGraduation,Single,53367.0,2,229,7,140,10,3,11,7,5,1,8,7,0,1,Parent,3,40,302,400,0,21
UnderGraduation,Together,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,Not Parent,2,45,251,26,0,4
Graduation,Together,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,0,0,Parent,3,38,58,350,0,13
Graduation,Single,79244.0,58,471,102,125,212,61,245,1,4,10,7,1,0,1,Not Parent,1,21,557,1216,2,22
PostGraduation,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,0,1,Parent,3,65,660,874,1,26
PostGraduation,Together,48699.0,90,26,1,10,2,0,1,1,1,0,3,5,0,0,Parent,4,64,404,40,0,5
Graduation,Together,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,Not Parent,2,39,272,1367,0,19
Graduation,Single,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,0,0,Parent,3,58,397,264,0,15
PostGraduation,Together,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,0,1,Parent,3,38,638,2053,2,20
Graduation,Together,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,0,0,Parent,3,39,577,1376,2,10
PostGraduation,Together,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,0,0,Parent,4,38,101,45,0,5
PostGraduation,Together,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,Parent,3,65,38,976,0,27
UnderGraduation,Together,14796.0,1,13,3,8,7,4,16,2,1,0,3,9,0,1,Parent,3,30,650,51,0,6
PostGraduation,Together,78128.0,89,934,24,230,16,24,36,2,8,4,6,3,0,0,Parent,3,40,130,1264,2,20
UnderGraduation,Together,14188.0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,Not Parent,2,42,486,75,0,7
UnderGraduation,Together,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,Parent,3,28,608,57,0,7
PostGraduation,Together,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,Parent,3,52,384,140,0,8
Graduation,Single,72967.0,1,158,35,179,0,0,125,2,7,2,8,5,0,1,Parent,2,44,561,497,1,19
PostGraduation,Together,48150.0,24,173,2,39,3,2,47,3,5,1,4,7,0,0,Parent,3,65,386,266,0,13
Graduation,Single,82332.0,89,830,59,968,51,79,19,1,5,3,12,2,0,1,Not Parent,1,53,650,2006,1,21
Graduation,Single,58275.0,48,189,10,253,56,43,64,6,8,2,7,7,0,0,Parent,3,59,392,615,0,23
PostGraduation,Together,44953.0,31,728,17,133,11,8,124,1,7,3,13,6,0,0,Not Parent,2,33,555,1021,1,24
Graduation,Together,34587.0,68,7,2,9,2,0,2,2,1,0,3,4,0,0,Parent,4,61,44,22,0,6
PostGraduation,Together,43018.0,46,35,4,17,7,6,64,1,2,2,2,5,0,0,Parent,3,40,240,133,0,7
PostGraduation,Together,45736.0,92,188,3,180,20,3,43,5,7,1,6,7,0,0,Parent,3,60,340,437,0,19
PostGraduation,Together,66476.0,80,742,28,152,25,9,57,2,6,8,10,4,0,0,Parent,3,45,207,1013,0,26
UnderGraduation,Together,27733.0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,Parent,3,33,307,57,0,7
PostGraduation,Together,69805.0,50,750,71,174,13,10,20,2,6,8,11,2,0,0,Parent,3,62,159,1038,0,27
PostGraduation,Single,72217.0,93,816,42,450,55,56,154,1,3,10,8,2,0,0,Not Parent,1,52,445,1573,0,22
Graduation,Single,25818.0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,Parent,2,43,619,28,0,4
PostGraduation,Together,37509.0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,Parent,3,38,655,123,0,9
UnderGraduation,Together,25176.0,79,4,0,4,0,0,5,1,1,0,2,7,0,0,Parent,4,38,323,13,0,4
Graduation,Together,43586.0,26,99,2,11,4,0,16,3,3,0,4,8,0,0,Parent,3,34,668,132,0,10
UnderGraduation,Together,53230.0,86,176,72,98,136,21,229,4,5,2,12,5,0,0,Parent,3,58,695,732,0,23
Graduation,Together,50116.0,68,54,0,10,0,0,2,2,1,0,4,5,0,0,Parent,4,57,9,66,1,7
Graduation,Together,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,Not Parent,2,42,268,1631,3,24
Graduation,Together,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,Parent,3,48,331,608,0,18
PostGraduation,Together,82333.0,60,1311,0,359,46,89,17,1,4,3,10,2,0,1,Not Parent,2,28,456,1822,1,18
PostGraduation,Together,65220.0,3,890,63,292,0,25,12,4,8,4,7,6,0,1,Not Parent,2,49,664,1282,0,23
Graduation,Together,33590.0,65,4,0,2,0,0,2,1,1,0,2,7,0,0,Parent,5,40,238,8,0,4
Graduation,Single,30992.0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,Parent,2,38,433,43,0,5
PostGraduation,Single,72309.0,64,960,0,883,50,38,0,1,5,6,8,3,0,1,Not Parent,1,38,475,1931,1,20
PostGraduation,Together,156924.0,85,2,1,2,1,1,1,0,0,0,0,0,0,0,Not Parent,2,65,304,8,0,0
UnderGraduation,Together,16005.0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,Parent,3,34,684,103,0,8
PostGraduation,Single,65487.0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,Not Parent,1,57,170,1169,0,17
Graduation,Together,58692.0,21,301,11,61,4,7,11,1,8,2,4,7,0,0,Parent,3,49,84,395,0,15
Graduation,Single,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,0,0,Parent,3,45,270,258,1,15
Graduation,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,Parent,2,44,49,25,0,5
PostGraduation,Single,62637.0,76,104,12,48,4,12,5,1,2,2,5,2,0,0,Parent,2,60,120,185,0,10
PostGraduation,Single,29435.0,11,70,3,37,4,2,64,4,3,2,2,9,0,1,Parent,3,48,692,180,0,11
Graduation,Single,19346.0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,Parent,2,40,150,22,0,5
Graduation,Together,35788.0,34,23,2,11,3,1,4,2,2,0,3,6,0,0,Parent,4,43,157,44,0,7
Graduation,Single,36997.0,72,43,4,12,8,0,27,5,2,1,4,5,0,0,Parent,3,46,513,94,0,12
Graduation,Together,23539.0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,Not Parent,2,57,121,81,0,7
Graduation,Single,65333.0,58,654,7,92,0,15,30,7,9,4,8,6,0,0,Parent,2,41,163,798,2,28
Graduation,Single,78499.0,12,912,72,170,47,36,97,1,11,3,4,4,0,1,Not Parent,1,57,218,1334,1,19
PostGraduation,Together,29732.0,23,25,0,8,0,1,4,1,2,0,2,9,0,0,Parent,3,43,96,38,0,5
PostGraduation,Together,41275.0,33,24,4,22,0,2,9,4,3,1,3,5,0,0,Parent,5,54,97,61,0,11
PostGraduation,Together,63516.0,30,141,11,114,15,14,5,4,4,1,7,5,0,0,Parent,4,41,358,300,0,16
